2.274849525786422633e-01,4.429286408968730604e-01,2.036624244672157469e-01,4.035686977989179636e-01,1.087891151991885019e+00,4.675637179511379360e-01,3.529519117429387176e-01,2.138329532363901220e-01
-6.738110972668307497e-01,-2.099268493378046330e+00,-2.288072241641048166e+00,-2.136060482266384675e+00,1.136293500408158463e+00,2.407896078595028300e+00,-6.630331317254718471e-01,-1.537088017973852416e+00
1.240155650000365428e+00,1.626886896247643044e+00,-2.536494052267880828e-01,-1.309903127622866092e+00,2.068182812409363081e+00,-1.199777514434280656e-01,7.152395198738533688e-01,3.734809240353745285e-01
-2.622900785786677069e+00,-5.979186400167111337e-01,-4.954255845459122898e-01,-3.500986986371731891e-01,2.928251552572012084e-01,-1.902407860888680080e+00,4.368809151737366170e-01,-3.410392063993946010e+00
-1.649474634555768704e+00,-1.004756376014892316e+00,-1.124706101737879660e+00,2.173345689256903912e-01,-3.935045790509482666e-01,-6.731097520083129115e-01,2.049725786589275400e-01,2.042917481655616152e-01
1.100672359285251423e+00,-6.812820630687673740e-01,1.022693314964077782e+00,-4.686433141907942468e-01,-3.248293688821237701e-01,1.572083504658945197e+00,9.214132185600548697e-01,1.555046478691299860e-01
-8.136054580655035506e-01,9.096612538230961498e-01,1.077662998257142624e+00,-1.318460198915963444e+00,-7.112627992206970173e-01,-1.240322409731648756e+00,1.338434442401981617e+00,6.634818290700269516e-01
1.542215693541744370e+00,-3.892150826554905407e-01,1.858688880337403537e-01,-1.560336368952905728e+00,-1.076715936967318710e+00,-1.711300372501200595e+00,1.909625369870133316e+00,6.441732517420341031e-01
2.095059556955889413e+00,-1.242490850986420897e-01,1.038021658854429985e+00,1.930837389385966274e+00,2.018645581954156554e-01,-3.009117568965206657e-01,-1.355867529958795670e+00,2.725203850923405113e+00
9.660928571562031886e-01,4.325659690064666968e-02,1.045109173384768109e-01,-1.503726372599535788e+00,-1.496894348107940642e+00,-5.047322512655041393e-01,2.847974876484081208e-01,-6.568697768985053420e-01
-1.967174823566857356e+00,6.666991982771554026e-01,5.434071447593478155e-01,1.929109815912501080e+00,1.496512055002249708e+00,1.251776582774229984e+00,-1.672033439955181722e+00,2.412431804988700357e+00
1.635248126434826421e+00,6.903121333390034309e-01,1.190387728732424932e+00,1.187266953723729035e+00,-1.519038188217052276e+00,-2.275375886866436215e+00,-9.828914747615442593e-01,3.024793889821114079e-01
-1.033554267258504300e+00,9.156017211982249160e-01,4.747310359831156124e-01,5.078731459931190573e-01,5.384302690849225304e-01,-1.125452936322875575e+00,2.274892541317676264e-01,2.149022306412979033e-01
1.516695529770008877e+00,2.665396280609761553e-02,9.059917009945805955e-02,1.103644689995527894e+00,1.526021472409925472e+00,5.143397177204586113e-01,1.072059434123670441e+00,-1.197817861609543844e+00
1.151248260672237622e+00,-3.000097813914149314e-01,-1.173246730600847609e+00,-3.091663482965308907e-01,-6.189930885548923234e-01,-2.097472156858605885e+00,2.785857441165122128e-01,7.762123303283231801e-02
-3.007623595992903187e-01,1.544786153403715501e+00,1.416822536324388315e-01,-8.965851528880146581e-01,1.050647491731466099e+00,-4.469501428131079090e-01,9.793276600623348482e-01,9.759658462096227893e-01
